"cns1","cns2","pcn1","pcn2","inv1","inv2","imt1","imt2","ped1","ped2","oe1","oe2","cpex1","cpex2","pro1","pro2","ikp1","ikp2","fit"
58.8207052738457,73.0454262768398,47.9541789401257,67.3771685843433,0.0223744700661478,0.0393861150665416,0.451395216761818,0.754065751609172,1.01095786404281,1.17435352999042,0.575073242248389,0.748430768358431,7.1561351821296,3.98978229805341,102.167131179927,135.242138144317,0.252331264891734,0.121429547986664,67.3771685843433
31.691475593709,61.8701343532717,81.5886683198564,89.1764421598861,0.0249012855320753,0.0177123866646107,0.427694880133607,0.755545081748847,1.14527053268473,0.991673688581723,0.334635551515455,0.467508664234589,4.23326170489548,3.97164857857118,96.1139340165978,100.171787686124,0.22961580075501,0.144159742724304,89.1764421598861
61.7038350029383,59.6300848128605,26.5511041675268,66.2831614761059,0.0215933404764809,0.0284532244554908,0.228053205130863,0.75671857545526,0.961070075945175,1.45050450797387,0.598913959893761,0.505043268366486,7.38088781286131,4.95111420509274,132.401401022998,151.833625008736,0.218084049024086,0.481500225312136,4.57932647316757
54.3225993703429,37.6932957428805,50.9134806220891,70.0779368331695,0.0416020996562149,0.0315352847916593,0.522180857138018,0.793088780135875,1.27044079989054,1.19633914168127,0.620015192044764,0.73504637787478,2.79553159418311,4.90622006567701,128.162616295373,103.296149266705,0.110447237663757,0.220856392638413,70.0779368331695
40.0975798539759,75.2044639792287,29.1700854308579,70.6372470680537,0.0409437447577936,0.0187929180140093,0.270474682395907,0.838509828649091,1.01816910437989,0.95921645947253,0.557542289287975,0.3588418489763,4.86029565366785,5.30281827648227,85.6054258996837,128.385832206724,0.29181304878762,0.323236409340032,70.6372470680537
52.9076268703521,42.7611047850249,66.8751646070062,80.1691536489978,0.0363189920087127,0.0440324688266422,0.462918075486188,0.803395548089262,1.31080733674371,0.885847600137717,0.600820055532296,0.188103917483568,6.72407385274202,5.4715627589509,125.242953242844,99.5881795873902,0.467774330391022,0.16013781147571,80.1691536489978
48.6147233505275,42.3678093435732,49.6666285834966,78.7942683813498,0.0484985474338084,0.0523343013566974,0.248900237443652,0.764278682690833,1.25446829747506,1.21248097290339,0.547955894823473,0.35043481271477,4.58701585729822,4.73987363122623,83.6848936620194,146.564747423798,0.169487756416221,0.182900504827508,78.7942683813498
53.3308363696371,62.7627328076727,39.828407650335,69.7519924865514,0.0202552206427884,0.0362955773555747,0.292255106588361,0.826643327412172,0.897385743214048,1.19353441518786,0.707731454249155,0.703943426453201,7.0604133008816,6.41756140438754,103.990353852166,125.407238489024,0.394944095530969,0.349967181411546,69.7519924865514
25.6860173102703,70.0134261636841,35.3798174928777,66.348447810818,0.0303661084265112,0.031493462901091,0.353789515353539,0.759325866671775,0.956623172683694,1.36659762107514,0.333828683050572,0.590027447062495,5.62353518881897,2.16362232633569,138.38126964383,127.155776504065,0.157651687395348,0.132935394347485,66.348447810818
86.7001299839423,38.9193987448332,54.8243835683192,66.8067888629804,0.0405769518223438,0.0196014036349983,0.395354171873644,0.759804654575749,1.2009084592058,1.24742514579498,0.554517280981733,0.717515891342759,3.55177812076861,5.87893807914291,115.366309958597,92.7130694789207,0.151349089407033,0.164842988169722,-54.8243835683192
24.5575634980362,55.402494653013,60.872733924608,65.9581697288958,0.0325840090969011,0.013859981539507,0.46829358960842,0.77164724512871,1.03272256691744,1.10952220897817,0.49733170345738,0.468988262177028,6.27011070358205,6.16150341741749,96.9656118400757,174.433966016146,0.112047557481037,0.337923259826942,65.9581697288958
56.219626357722,37.8785211359094,47.3282358247635,69.4333883902816,0.03507002553125,0.0182223233816271,0.534134102590608,0.850435920032503,1.28547964582139,0.978439631945509,0.529237411732383,0.4491298950194,6.5024249590992,2.98994769793311,120.142684016964,132.860312702448,0.255922100392217,0.181526379005599,69.4333883902816
69.9480223298636,22.813631017376,38.5700215609157,68.2336669230362,0.0363219288029408,0.0221553735065698,0.162845287398732,0.753856707844212,1.03474372629924,0.868535225288124,0.513676082177501,0.404234967024808,6.64950787178751,8.16992924894804,92.7775325562703,117.136110927335,0.382725087263419,0.110542252414553,-38.5700215609157
57.3304268455391,21.0421195363538,25.7953436968602,76.7447958953064,0.0380222891206485,0.0169815118297748,0.239500329270664,0.838469201422694,1.34285733166894,1.1808763229163,0.509755704051999,0.403818011229138,5.75046392276528,4.89163373534589,134.049381889048,98.0430828142645,0.189575589804464,0.220689300670923,19.4143690497673
34.0594000020285,54.6744979980232,51.0402358484563,68.5526703622154,0.0318726778020903,0.0263555377008018,0.239176961680707,0.794654481711876,1.15238539244895,1.30460892825185,0.50666221557024,0.599410333029617,5.98273152342614,3.23346935231268,125.250442657579,102.695669567047,0.114956984469796,0.357779440430011,68.5526703622154
62.4454277746458,55.1644880313614,50.9887190758706,65.3692520639717,0.0235503099167777,0.0131899076971159,0.245598346994868,0.850525276126711,0.899937267135659,1.02162351391274,0.705578243164385,0.565908010329502,5.7879104383444,6.68784499415692,149.367667055294,109.440245907642,0.526392544613218,0.517661965310492,65.3692520639717
23.4545586890981,57.8452146883011,67.779765588773,66.7821772079972,0.0297234716086638,0.0329458626028545,0.477138069171395,0.80891695744474,1.16596334558013,1.26652517136045,0.51595782505964,0.561970145810879,5.9466541955362,5.77072139514353,95.6176105921514,116.370650715985,0.218139242134547,0.10482415975443,66.7821772079972
57.6556628240164,34.2575550893002,60.2180739809167,68.9752421067245,0.0251710869435282,0.0324703605803691,0.351223792979397,0.784231703565442,1.1065139329214,1.32418302924894,0.552873156474586,0.619174089415934,5.88844909227294,5.98274790175334,106.939308926311,102.708446368749,0.180023850949942,0.309595295775849,-60.2180739809167
74.3515629711997,64.6599755019265,38.1967223023712,73.3511007367967,0.0393953088346319,0.0365983805353741,0.382315182209814,0.798511549782498,1.19807438521482,1.18956034803152,0.107008783768834,0.482246468456289,6.60140876461639,5.00454793629624,136.885443081213,63.3400067779208,0.321932928910662,0.101819673792159,73.3511007367967
33.603516323106,58.7186843548184,60.1457939049103,72.9067966357065,0.0194312834562656,0.014513578115879,0.363052638719307,0.773544431671476,1.32683405789539,1.04903512450863,0.376367289319361,0.514703690104719,6.27808038480676,3.56877644694912,113.470975240331,150.518342561969,0.193382189171061,0.106052126690223,72.9067966357065
41.5032236796973,64.8168765997197,54.6008227895605,77.1326771150598,0.0406116745764377,0.033229435392609,0.38428418200707,0.798255092439992,1.30467923253438,0.876902434213986,0.511787056169625,0.535428444982485,3.95983988288122,5.65849848576745,120.632692270619,86.9619534321923,0.187572840062206,0.222489130108153,77.1326771150598
45.1242155604205,41.8396368286884,47.4659839163449,76.0966939585732,0.0390479004305004,0.0427335849184205,0.16303358630196,0.7747317423333,0.822121514586661,1.17151058870882,0.514680072883552,0.479584598932214,6.53561658625191,3.61035039650195,131.867250726231,97.4222754276777,0.454109846380322,0.402343458542913,76.0966939585732
70.6204455430219,74.3694840507719,53.7797125749537,65.8875311036396,0.02214625898196,0.0447406166352952,0.248262334034733,0.776206175796392,1.08893903423448,1.03102636159795,0.324876835251926,0.322609400614293,5.12636180841836,2.32259775561647,108.865194340815,119.435223276352,0.364500065961637,0.490574818377197,65.8875311036396
